Query,Abundance,BGC_product,Sample,Data_group
SRR7162297_34912_1-1510,1059.7681,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_35234_15474-27639,18594.986,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_35422_7638-29356,2559.5688,terpene,SRR7162297,Postmenopause_Case
SRR7162297_37368_1-1076,3039.1038,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_382_1-1220,998.0177,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_39256_78327-98602,139021.77,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_39257_1-17343,75421.23,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_40695_1-8980,2425.0906,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_41323_11015-44703,5531.7617,hybrid,SRR7162297,Postmenopause_Case
SRR7162297_41977_10351-30617,24971.453,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_42193_45892-93877,3557.3901,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_44127_1-1073,1491.3795,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_44527_1-7105,1356.2689,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_44739_1-3459,13899.124,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_44844_1-7693,12141.671,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_46416_1-3591,1530.6346,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_48755_1-1146,637.4772,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_5000_5286-24794,10016.115,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_50458_94412-142269,2745.5059,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_51729_1-1577,948.5645,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_53906_44527-64877,14847.869,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_54410_41343-62057,19893.756,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_54907_72513-93274,2463.0771,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_55798_3729-16069,2793.5298,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_55918_1-29699,11886.901,betalactone,SRR7162297,Postmenopause_Case
SRR7162297_57601_17677-37943,13539.646,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_58345_60932-81498,5209.6646,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_58345_85495-97705,5469.9067,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_58469_1-9340,2994.603,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_59896_1-2616,1130.3453,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_60827_1-8654,2665.1802,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_62258_1-5238,4529.4844,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_62396_1-2505,1152.6576,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_63175_1-2357,1313.5916,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_63344_1-4540,1294.9731,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_63358_1-2111,972.285,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_63707_854-19172,2635.8313,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_6595_1-1426,756.26154,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_66479_26246-37051,6290.564,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_66685_42394-64005,4413.6963,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_66721_1-3180,1870.6776,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_67462_16347-27180,2844.9514,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_67560_1-11605,11720.918,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_67689_1-21499,1889.9679,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_6829_5243-23151,1895.8693,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_6920_1-12478,3066.7437,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_69355_1-17038,14067.939,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_71249_1-1546,1620.142,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_71377_1-4614,3000.7896,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_72252_1-2873,1113.9922,NRPS-like,SRR7162297,Postmenopause_Case
SRR7162297_7306_1-1842,1454.2234,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_75460_41190-61783,4380.1777,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_7570_1-3082,4458.5596,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_75778_1-3752,8891.72,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_7620_43154-63900,2783.4458,CDPS,SRR7162297,Postmenopause_Case
SRR7162297_77446_1-1647,1372.9342,T3PKS,SRR7162297,Postmenopause_Case
SRR7162297_77447_1-3240,912.64935,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_78498_1-1198,1219.6139,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_79774_121981-137453,4130.1367,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_80251_138323-151916,22594.057,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_80251_96568-117315,21193.406,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_8148_11541-33389,3092.0583,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_81711_1-2751,10167.062,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_82378_23072-44463,19368.244,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_82664_1-10083,2929.1917,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_82928_17901-41756,2401.7397,hybrid,SRR7162297,Postmenopause_Case
SRR7162297_83075_1-15875,3653.0176,NRPS,SRR7162297,Postmenopause_Case
SRR7162297_83265_1-9586,3534.6917,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_83754_1-3300,1043.6409,NRPS,SRR7162297,Postmenopause_Case
SRR7162297_84236_1-1358,1127.1532,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_84375_34943-56319,4984.6,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_84811_1-1622,943.6952,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_85052_1-7067,6739.046,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_8545_60035-80752,23994.648,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_8545_88066-98509,42026.113,RiPP-like,SRR7162297,Postmenopause_Case
SRR7162297_85516_1-1721,869.1958,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_85956_12384-24953,9611.684,RRE-containing,SRR7162297,Postmenopause_Case
SRR7162297_86855_1-4621,1964.8734,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_87758_1-3065,1350.6611,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_88921_1-1257,996.3164,arylpolyene,SRR7162297,Postmenopause_Case
SRR7162297_90177_44201-70526,3368.3325,thiopeptide,SRR7162297,Postmenopause_Case
SRR7162297_90483_69268-90824,2980.6333,ranthipeptide,SRR7162297,Postmenopause_Case
SRR7162297_9300_1-1149,1725.7773,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162297_9895_1-5173,13315.352,cyclic-lactone-autoinducer,SRR7162297,Postmenopause_Case
SRR7162298_10120_1-5215,1257.182,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_11901_1-18395,4080.696,lanthipeptide-class-ii,SRR7162298,Postmenopause_Case
SRR7162298_12981_1-33664,1451.4115,hybrid,SRR7162298,Postmenopause_Case
SRR7162298_13218_1-7047,9109.225,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_14167_1-3768,39892.645,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_14493_1-6271,43228.61,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_15226_1-3016,818.61725,resorcinol,SRR7162298,Postmenopause_Case
SRR7162298_15757_1-6997,1266.1387,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_16039_1-5212,963.3331,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_16180_1-6054,1079.5272,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_16986_1-12921,2050.5022,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_17133_1-10729,1121.5901,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_18575_1-1458,597.6642,NRPS-like,SRR7162298,Postmenopause_Case
SRR7162298_18685_1-4369,6149.6885,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_18987_372092-393483,2044.488,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_19131_1-9699,35535.332,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_19187_1-7949,1224.1246,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_20754_7890-18915,5983.765,RiPP-like,SRR7162298,Postmenopause_Case
SRR7162298_20756_89233-135214,44091.664,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_21199_1-13703,1190.0693,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_21228_15725-29794,2702.9226,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_21936_1-9775,2835.6658,RiPP-like,SRR7162298,Postmenopause_Case
SRR7162298_22137_24283-65503,8653.634,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_22586_16122-36478,9890.138,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_23330_1-30729,1209.9152,hybrid,SRR7162298,Postmenopause_Case
SRR7162298_23950_1-6923,959.0052,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_24096_5767-26114,6932.481,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_24690_1-15924,1258.6072,ladderane,SRR7162298,Postmenopause_Case
SRR7162298_24930_1-2461,868.3424,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_25015_1-17032,35881.74,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_25480_1-16934,2565.561,hybrid,SRR7162298,Postmenopause_Case
SRR7162298_25507_1-16809,5430.9536,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_26039_1-4660,850.37933,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_26078_1-2083,717.14777,NRPS-like,SRR7162298,Postmenopause_Case
SRR7162298_26645_3466-23732,2204.0425,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_26980_1-19861,4007.218,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_27986_1-5234,1121.8068,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_28195_1-2337,949.92786,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_28588_58681-78110,2017.0859,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_28588_81287-102429,1959.6428,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_28898_1-18549,10970.473,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_28900_1-1793,2765.559,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_29090_2973-29352,2889.5461,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_30068_1-1307,650.83923,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_31160_1-3289,39886.387,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_31247_148392-168745,7194.4434,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_31439_24629-45352,1754.9867,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_31492_1-2802,784.8797,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_31560_1-4826,988.794,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_31657_1-14605,1373.6952,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_31805_1-15184,5947.9585,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_32062_1-4439,621.6301,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_32632_1-1437,909.5973,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_32740_2372-15666,1073.6565,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_33816_1-4122,1117.4044,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_34401_6505-26771,2211.209,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_34629_1-14117,6209.4014,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_3491_49206-69939,5053.2847,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_35104_1-3190,812.98914,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_35437_1-20887,1484.0203,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_35870_1-1390,582.1236,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_3613_1-19092,33650,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_36228_1-18661,4329.3867,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_36711_35392-46782,1657.4668,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_37146_10901-22801,5247.4507,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_37727_1-7035,2654.262,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_38118_1-27421,6334.486,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_38721_1-8766,5879.162,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_38816_735-22346,33918.66,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_3893_1-11820,1109.3407,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_39017_1-9616,1594.466,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_39504_1-3554,35482.047,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_39639_46333-66917,37222.5,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_41481_9368-36387,1999.4983,hybrid,SRR7162298,Postmenopause_Case
SRR7162298_41491_14671-56074,11033.184,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_41631_1-12135,40628.133,RiPP-like,SRR7162298,Postmenopause_Case
SRR7162298_42468_1-1268,556.3203,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_42482_54110-74376,2127.2637,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_42951_1653-23011,1291.9215,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_43033_1-10629,2110.079,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_43113_2272-16910,1245.784,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_43229_17990-39591,1618.3461,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_43526_1-6913,40144.414,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_44882_1-1037,520.1875,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_44930_1-5832,3461.4717,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_44957_1-2194,803.79956,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_45611_1-3130,894.8597,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_45675_1-4154,1882.9562,lanthipeptide-class-ii,SRR7162298,Postmenopause_Case
SRR7162298_45806_8854-23122,1456.9331,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_45817_3153-24592,15034.185,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_45969_1-13273,2461.9358,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_46221_1-3709,9011.6455,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_47022_127817-149535,4353.1597,terpene,SRR7162298,Postmenopause_Case
SRR7162298_47864_1-17538,1720.0839,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_47994_1-1716,3167.7385,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_48569_1-41443,5493.3794,thioamide-NRP,SRR7162298,Postmenopause_Case
SRR7162298_49253_12631-33227,1250.0667,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_4948_19645-62074,6104.9336,NRPS-like,SRR7162298,Postmenopause_Case
SRR7162298_50366_7886-29551,4734.4014,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_50644_7503-28072,3472.7073,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_5093_7440-29059,2133.2864,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_5094_1-1989,667.5914,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_51158_11555-32931,1320.9211,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_51222_44150-91659,92230,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_5146_1-8596,960.6208,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_51582_1-7826,978.2543,T2PKS,SRR7162298,Postmenopause_Case
SRR7162298_51595_157360-204691,2430.592,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_51698_1-11886,2227.3086,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_51827_1-2597,998.6271,lanthipeptide-class-ii,SRR7162298,Postmenopause_Case
SRR7162298_52459_1-9770,3389.2515,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_52581_1-2422,573.9393,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_53030_1-6395,1109.5603,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_53323_1-1731,551.34863,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_53327_101328-121882,4752.086,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_53783_23834-44100,10928.077,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_53877_3707-23946,9645.939,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_54042_38452-60047,1968.4932,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_54616_5032-43795,1511.4769,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_54719_179623-201237,4619.8296,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_54719_91279-117042,5019.3706,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_54833_1-16239,2257.5776,betalactone,SRR7162298,Postmenopause_Case
SRR7162298_55102_1-39666,6194.012,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_55273_1-16192,2118.057,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_55273_117102-137455,2066.1863,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_55291_1-18056,3533.369,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_55397_47711-68289,20459.139,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_55741_1-30660,2571.4424,ladderane,SRR7162298,Postmenopause_Case
SRR7162298_55818_1-18294,2931.6846,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_55954_1-1233,874.9952,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_56165_1-13575,1352.5979,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_56421_1-5145,677.4687,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_56430_1-15504,1311.438,NRPS,SRR7162298,Postmenopause_Case
SRR7162298_5921_1-8725,915.5051,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_6107_1-2145,502.9692,arylpolyene,SRR7162298,Postmenopause_Case
SRR7162298_7595_10006-20960,2676.0554,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_7715_1-18505,7241.717,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_7834_1-1352,644.52234,NRPS-like,SRR7162298,Postmenopause_Case
SRR7162298_7847_1-11265,1600.4935,ranthipeptide,SRR7162298,Postmenopause_Case
SRR7162298_7927_263622-277746,2314.904,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_8830_55255-72986,5192.72,cyclic-lactone-autoinducer,SRR7162298,Postmenopause_Case
SRR7162298_8951_1332-13671,6985.88,RiPP-like,SRR7162298,Postmenopause_Case
SRR7162298_9676_1-1303,493.60864,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_9797_1-13710,45113.29,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162298_9975_66479-84527,2859.977,RRE-containing,SRR7162298,Postmenopause_Case
SRR7162299_11636_1-3479,43230.54,lassopeptide,SRR7162299,Postmenopause_Case
SRR7162299_13247_361-17614,19003.373,RRE-containing,SRR7162299,Postmenopause_Case
SRR7162299_13335_1-19810,2899.835,RRE-containing,SRR7162299,Postmenopause_Case
SRR7162299_13927_1-3084,915.9426,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_14730_3488-25154,5144.2046,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_16727_1-40425,2354.9111,thiopeptide,SRR7162299,Postmenopause_Case
SRR7162299_16975_44-15618,8825.886,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_17798_95913-119637,11217.501,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_18001_1-3336,933.80225,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_18264_1165-21874,3732.4138,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_19417_1-1227,645.469,cyclic-lactone-autoinducer,SRR7162299,Postmenopause_Case
SRR7162299_1943_1-11285,4435.429,lanthipeptide-class-ii,SRR7162299,Postmenopause_Case
SRR7162299_19635_9065-22005,1870.6838,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_20734_56710-66484,4115.9204,RiPP-like,SRR7162299,Postmenopause_Case
SRR7162299_20791_145216-165482,4146.1597,RRE-containing,SRR7162299,Postmenopause_Case
SRR7162299_21028_1-4758,4255.688,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_21162_28971-44695,4336.432,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_21504_21243-42649,2230.9077,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_22028_10387-34420,21349.104,lanthipeptide-class-i,SRR7162299,Postmenopause_Case
SRR7162299_2269_1-35609,2694.905,ladderane,SRR7162299,Postmenopause_Case
SRR7162299_23426_1-2854,1026.7574,ranthipeptide,SRR7162299,Postmenopause_Case
SRR7162299_24966_1-1638,838.0853,NRPS,SRR7162299,Postmenopause_Case
SRR7162299_25750_1-9796,1156.1321,ranthipeptide,SRR7162299,Postmenopause_Case
